MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367149340,2023-01-19T00:00:02,29.6785,-91.46692,0,288,118,SYDNEE TAYLOR,,WDD4807,31,Power-driven vessel pushing ahead/towing alongside,26,9,,0,A
367482470,2023-01-19T00:00:02,25.77205,-80.17392,5.2,290.3,288,JJ CENAC,,WDF7239,31,Under way using its engine,28,9,,31,A
367330820,2023-01-19T00:00:06,29.31216,-94.80409,0,321.8,511,GREATER SCOTT,IMO9551210,WDE2875,60,Under way using its engine,48,9,,60,A
338500000,2023-01-19T00:00:00,37.76962,-122.35096,0.8,161.7,137,EAGLE BAY,IMO9642095,KEBO,80,Under way using its engine,251,43,15,80,A
367458620,2023-01-19T00:00:00,29.87431,-90.00798,0,68.6,511,J A DUNCAN,,WDF5035,31,Under way using its engine,10,4,,31,A
367535270,2023-01-19T00:00:00,28.6685,-96.0045,0.1,267.5,61,LADY JUNE,,WDG4316,31,Power-driven vessel pushing ahead/towing alongside,23,10,,31,A
538006906,2023-01-19T00:00:01,30.04704,-90.53548,9.8,272.8,276,CHLOE,IMO9749910,V7OI7,70,Under way sailing,228,,,70,A
366996610,2023-01-19T00:00:02,28.93982,-95.31977,6.1,230.7,216,OLD PUSH,,WDC2704,31,Power-driven vessel pushing ahead/towing alongside,14,6,,57,A
367596940,2023-01-19T00:00:00,36.92858,-76.33717,8,1.8,3,CAPT WILLIE LANDERS,,WDH2376,31,Under way using its engine,22,8,,31,A
303197000,2023-01-19T00:00:02,40.63846,-74.15612,0,360,182,NRC GUARDIAN,IMO8978497,WBZ9145,90,Under way using its engine,33,7,2.9,54,A
367685950,2023-01-19T00:00:02,38.90406,-90.21075,0,127.4,155,CATHERINE MAUREEN,,WDI3210,31,Power-driven vessel pushing ahead/towing alongside,29,,,57,A
367474570,2023-01-19T00:00:03,38.11189,-90.24862,0,233.8,511,ROGER BINSFELD,,WDF6467,31,Under way using its engine,21,9,,31,A
368111750,2023-01-19T00:00:06,29.37559,-94.88958,0,202.7,266,FLORENCE DAVIS,IMO1296770,WDL2403,57,Under way using its engine,117,34,3,57,A
366935420,2023-01-19T00:00:00,29.91746,-89.92754,0,49.8,511,DAVID F STONE,IMO8635540,WCZ6032,31,Power-driven vessel pushing ahead/towing alongside,19,7,,57,A
367115000,2023-01-19T00:00:06,48.20142,-123.96287,5.8,288,295,LINDA LEE BOUCHARD,IMO9405394,WDD4370,31,Under way using its engine,39,11,5.5,31,A
366962130,2023-01-19T00:00:02,40.73627,-73.94409,0,215.4,511,MARY H,,WDI7122,31,Undefined,19,6,,31,A
357046000,2023-01-19T00:00:03,28.9058,-94.81701,12.8,60.9,58,BERGE BEN NEVIS,IMO9782974,3ESK7,70,Under way using its engine,,,,70,A
367458050,2023-01-19T00:00:04,30.66383,-88.02511,0,51.9,277,TOM HUCKABEE,,WDF4986,31,Power-driven vessel pushing ahead/towing alongside,37,10,,30,A
378113477,2023-01-19T00:00:05,26.08897,-80.17464,0,187.7,358,LION,IMO9873008,ZJL2554,37,Moored (tied to another object to limit free movement),48,9,2.6,37,A
368156470,2023-01-19T00:00:04,41.30299,-72.08208,8.2,3.9,2,BRIDGEPORT,,WDL7032,31,Number reserved for modifying reported status of ships carrying dangerous goods/harmful substances/marine pollutants,25,8,2.5,31,A
368130570,2023-01-19T00:00:03,29.61304,-95.00581,3.8,337.3,159,GEMINI,IMO9905071,WDL4352,52,Under way using its engine,30,13,5.1,52,A
368129220,2023-01-19T00:00:07,36.05531,-95.52956,0,40.6,511,SANDPIPER,,WDL4208,33,Undefined,52,8,0,33,A
538009556,2023-01-19T00:00:07,28.72389,-89.37002,12,144.3,147,FJ AZALEA,IMO9911771,V7A4885,70,Under way using its engine,229,32,10.5,70,A
367327330,2023-01-19T00:00:00,41.46607,-70.58935,11.6,195.6,195,KATAMA,IMO8213237,WBP4751,60,Under way using its engine,71,12,3.8,60,A
367602350,2023-01-19T00:00:00,29.74895,-95.29117,0,307.4,511,HPA FIREBOAT 1,,WDH2902,90,Moored (tied to another object to limit free movement),,,,51,A
338024391,2023-01-19T00:00:02,29.62044,-94.99867,0,360,306,TERESA,,NA,99,Undefined,8,3,0,99,A
316005721,2023-01-19T00:00:06,49.31126,-123.10685,0,220.3,511,CHARLES H CATES I,IMO8703218,,31,Under way using its engine,24,8,3,52,A
367023130,2023-01-19T00:00:06,37.7936,-122.31212,12.3,104.4,511,MS KATIE,,WCR8419,60,Under way using its engine,18,5,,69,A
353934000,2023-01-19T00:00:06,48.23924,-123.96788,8.9,116.6,113,MSC ELA,IMO9282259,H3MJ,70,Under way using its engine,294,32,13.5,71,A
367693160,2023-01-19T00:00:04,29.7654,-95.08795,0.1,360,312,CECIL V NEAL,,WDI3906,31,Under way using its engine,23,,,57,A
367585560,2023-01-19T00:00:00,48.51123,-122.60792,0,196.3,511,HENRY ISLAND,,WDG9218,60,Under way using its engine,20,7,,70,A
367702380,2023-01-19T00:00:01,30.01241,-90.73929,0,48.3,190,SAFETY CRUSADER,,WDI4823,31,Under way using its engine,21,8,,31,A
367462360,2023-01-19T00:00:02,30.06782,-93.34598,4.9,216.1,511,CINDY R,,WDF5367,31,Under way using its engine,17,6,,57,A
367530080,2023-01-19T00:00:02,46.09975,-122.94051,0,80,511,SOMMER S,IMO9669811,WDG3830,31,Under way using its engine,23,10,,52,A
367114050,2023-01-19T00:00:06,29.72328,-91.55173,4.7,322.9,511,GEORGE W BANTA,IMO5129095,WDD2343,31,Under way using its engine,28,9,,31,A
246308000,2023-01-19T00:00:05,17.97087,-66.6172,0,134.7,73,MITIQ,IMO9081306,PDYX,70,Moored (tied to another object to limit free movement),136,19,8.5,70,A
367494020,2023-01-19T00:00:03,48.52083,-122.61741,0,235.7,251,VIKING,IMO7309780,WDF8358,30,Under way using its engine,27,6,,30,A
367638010,2023-01-19T00:00:08,34.63151,-90.58927,4.2,5,5,KAY A ECKSTEIN,,WDH6442,31,Power-driven vessel pushing ahead/towing alongside,51,14,,57,A
367683020,2023-01-19T00:00:00,29.12067,-95.18606,7.7,223,511,CAPT JIM,,WDI2911,31,Undefined,16,6,,52,A
367410250,2023-01-19T00:00:01,30.73309,-88.04117,0.3,312.4,511,SCOTT PRIDE,,WDE8842,31,Under way using its engine,14,6,,52,A
368076650,2023-01-19T00:00:09,29.56416,-90.3884,0,269,511,GO LIBERTY,IMO9555761,WDK6648,78,Under way using its engine,45,10,0,78,A
636019884,2023-01-19T00:00:09,29.2436,-94.52884,9.1,319.8,323,GASCHEM BREMEN,IMO9471032,D5WP6,89,Under way using its engine,165,28,6.6,89,A
366984540,2023-01-19T00:00:06,27.95331,-82.44342,0,74.6,511,BALTIMORE,IMO8830932,WAA5496,31,Under way using its engine,38,10,4.9,52,A
367367530,2023-01-19T00:00:08,27.88046,-97.2764,0,299.7,511,LADY OF LOURDES,,WDE5493,31,Power-driven vessel pushing ahead/towing alongside,22,9,,57,A
345050800,2023-01-19T00:00:00,31.78785,-116.67329,0.4,28.8,316,EL TITI 1,,,30,Under way using its engine,0,0,0,30,A
367676010,2023-01-19T00:00:01,47.6561,-122.37889,0,193.8,184,POLAR LADY,IMO7947659,WDI2229,30,Under way using its engine,25,8,,30,A
367690010,2023-01-19T00:00:04,29.40828,-94.74012,0,194.4,50,CAPT PRIMEAUX,,WDI3600,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
338474000,2023-01-19T00:00:05,32.7362,-77.23717,19,35.4,43,MAERSK DETROIT,IMO9333034,WMDK,70,Under way using its engine,299,40,14.5,70,A
367704590,2023-01-19T00:00:01,29.40741,-94.74096,0.3,242.8,142,ADELINE,IMO8993825,WDI5043,31,Under way using its engine,21,9,,99,A
366954180,2023-01-19T00:00:02,30.01216,-90.83081,0,0,511,FUEL LEADER,,WBS3208,31,Under way using its engine,17,6,,52,A
367362010,2023-01-19T00:00:03,33.68812,-118.2593,10.2,206.4,205,CORPUS CHRISTI,IMO9385740,WDE5099,31,Under way using its engine,45,14,7,80,A
367061980,2023-01-19T00:00:03,40.64112,-74.12962,0,30.5,213,KIMBERLY TURECAMO,IMO7914573,WDC6838,31,Under way using its engine,30,9,,52,A
367684950,2023-01-19T00:00:05,35.10688,-85.22974,0.1,266.5,511,BEARCAT,,WDI3099,31,Undefined,23,,,31,A
367493000,2023-01-19T00:00:06,29.34091,-94.68947,12.7,293.5,289,DOUGLAS B.MACKIE,IMO9807073,WDBI,90,Has restricted maneuverability,148,28,8.5,90,A
368023230,2023-01-19T00:00:00,29.40943,-89.02579,1.4,77.5,511,MS.EMILY,IMO999975000,WDJ9153,20,Under way using its engine,0,0,0,20,A
367516330,2023-01-19T00:00:01,29.96041,-90.28882,0.1,317.8,511,LOUISIANA BAYOU,,WDG2507,31,Under way using its engine,19,,,31,A
368182290,2023-01-19T00:00:02,26.10224,-80.11746,0,273.6,260,LADY LORRIANE,,WDL9795,37,Under way using its engine,30,8,2,37,A
352135000,2023-01-19T00:00:03,30.06389,-79.11852,12.8,147,147,EVER LOTUS,IMO9604122,3FWH8,70,Under way using its engine,334,45,14.2,74,A
366943760,2023-01-19T00:00:06,29.26221,-89.35,0,274.7,511,SEA MULE,,WDB7537,31,Undefined,15,6,,52,A
367014480,2023-01-19T00:00:00,33.73377,-118.13913,6.1,282.5,511,DURANGO,,WDC3807,31,Under way using its engine,18,7,,52,A
367374930,2023-01-19T00:00:01,29.71309,-95.05643,0,155.5,2,ALLIANCE,,WDE6033,31,Power-driven vessel pushing ahead/towing alongside,21,9,,57,A
368205350,2023-01-19T00:00:01,29.62599,-94.95817,3.6,4.3,3,WILLIAM O,,WDM4325,31,Under way using its engine,19,8,2.5,31,A
367047270,2023-01-19T00:00:03,46.10968,-122.97291,6.1,126.9,126,LIBERTY,,WDC5845,31,Power-driven vessel pushing ahead/towing alongside,31,10,,57,A
671969100,2023-01-19T00:00:03,18.46165,-66.10339,0.1,217.4,511,ADMIRAL PRIDE,IMO918452400,5VFH5,70,Under way using its engine,60,14,4,70,A
367431550,2023-01-19T00:00:06,28.30908,-96.68077,6.5,50.3,511,CLELAND POWELL,,WDF2757,31,Power-driven vessel pushing ahead/towing alongside,21,9,,57,A
368119120,2023-01-19T00:00:08,35.07967,-90.13442,0,271.7,280,SCF MARINE HIGHWAY,,WDL3185,57,Under way using its engine,93,12,3.1,57,A
316024235,2023-01-19T00:00:00,48.69954,-123.54211,0.1,221.7,511,HELEN J,,CFN6439,31,Power-driven vessel towing astern,14,6,0.3,31,A
367677450,2023-01-19T00:00:05,28.67449,-95.99181,0,30.9,67,CAPT JAMES,,WDI2369,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
367561370,2023-01-19T00:00:03,28.98732,-95.26061,4.9,228.2,223,GORDON A KEENAN,,WDG6853,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
367347130,2023-01-19T00:00:00,40.61293,-74.04775,28,352.9,511,SEASTREAK NEW YORK,IMO8967620,WDE3997,60,Undefined,42,10,2,60,A
367552160,2023-01-19T00:00:03,26.17939,-80.09946,0,273.8,206,BESS TIMES,,WDG5967,60,Under way using its engine,30,7,,37,A
367648150,2023-01-19T00:00:04,36.93176,-76.33358,0,244.2,178,HOLLYWOOD,IMO8428674,WDH7440,31,Power-driven vessel towing astern,30,10,4.4,31,A
367589210,2023-01-19T00:00:04,39.27383,-76.59939,0,260.6,511,GALE,,WDG9578,31,Under way using its engine,19,7,,52,A
366799090,2023-01-19T00:00:05,29.77056,-90.08128,0,15.2,511,DOUGLAS,,WDA3502,31,Under way using its engine,16,6,,31,A
367062370,2023-01-19T00:00:05,30.06949,-90.89508,0.8,137.7,318,MR LEWIS,,WDC6864,31,Under way using its engine,23,8,,31,A
316022498,2023-01-19T00:00:06,49.29489,-123.13302,0,258,511,HARBOUR PRINCESS,,CFL3442,60,Under way using its engine,,,,60,A
368078850,2023-01-19T00:00:00,27.84621,-97.22554,0,303.7,230,SIGNET AMERICA,IMO9430492,WDK6862,52,Under way using its engine,30,12,5.2,52,A
368102290,2023-01-19T00:00:00,29.70543,-89.98356,0.3,44,137,JS CHATRY,,WDK9297,33,Has restricted maneuverability,95,22,3,33,A
367472580,2023-01-19T00:00:01,29.95171,-90.05591,0,7.6,511,LIZZY B MORAN,IMO9415789,WDF6279,31,Under way using its engine,28,9,3.2,52,A
538005754,2023-01-19T00:00:02,48.52233,-122.60939,0,320.1,90,UNION TAYLOR,IMO9691644,V7GR6,70,Moored (tied to another object to limit free movement),179,29,10.5,70,A
367012730,2023-01-19T00:00:02,33.20493,-87.60546,0,97.5,75,CULLEN LANDOLT,,WCX2906,31,Power-driven vessel pushing ahead/towing alongside,24,10,,57,A
367315470,2023-01-19T00:00:06,34.72009,-76.69469,0,304.8,511,MARY M COPPEDGE,IMO7423512,WDD9722,31,Under way using its engine,29,9,4.4,90,A
636014626,2023-01-19T00:00:06,38.49405,-74.04367,12.1,264.9,265,ERACLEA,IMO9583330,A8VM2,70,Under way using its engine,189,32,12.8,70,A
367549430,2023-01-19T00:00:00,38.57195,-90.2309,0,237.7,511,GATEWAY EXPRESS,,WDG6245,31,Under way using its engine,19,,,31,A
366997730,2023-01-19T00:00:01,30.04576,-90.54883,0,161.3,511,DANNI SUE,IMO8635734,WDC2787,31,Power-driven vessel pushing ahead/towing alongside,18,8,,57,A
367664560,2023-01-19T00:00:00,44.21867,-124.29527,2.4,165.3,171,EXCALIBUR,,WDH9088,30,Engaged in fishing,19,9,,30,A
366963050,2023-01-19T00:00:00,38.91304,-90.22455,0,318.6,128,DALE A HELLER,,WDB8703,31,Power-driven vessel pushing ahead/towing alongside,39,13,,57,A
366984910,2023-01-19T00:00:01,37.03373,-89.18193,0,299.5,172,JOYCE HALE,,WDB9906,31,Under way using its engine,48,13,,57,A
338145626,2023-01-19T00:00:05,47.29651,-122.42351,0,9,511,KNOT RETIRED,,,37,,16,,,,B
316001245,2023-01-19T00:00:05,49.096,-123.42462,18.9,297.4,300,QUEEN OF ALBERNI,IMO7414080,CZ8100,60,Under way using its engine,139,27,5.5,60,A
563025500,2023-01-19T00:00:07,33.7095,-75.67085,10.8,133.7,144,ASIAN PRIDE,IMO9725029,9V3662,70,Under way using its engine,,,,70,A
366985270,2023-01-19T00:00:00,37.80907,-122.41109,0.1,205.6,511,HARBOR EMPEROR,,WCY6430,60,Under way using its engine,25,9,,60,A
367726810,2023-01-19T00:00:01,40.46476,-73.83145,1.1,89.8,511,AMERICA,,WDI7244,90,Undefined,17,5,,69,A
210106000,2023-01-19T00:00:01,29.98543,-90.40135,3.7,324.2,318,VIRGEN DE LA AURORA,IMO9667930,5BQG5,80,Under way using its engine,183,32,8.2,80,A
367059890,2023-01-19T00:00:02,27.81437,-97.40171,0,277,511,JUDY ANN,,WYR6559,31,Under way using its engine,19,7,,31,A
366996290,2023-01-19T00:00:03,29.73303,-95.02038,0,48.2,35,ORION,IMO8851091,WDC2676,31,Under way using its engine,18,7,,52,A
367731330,2023-01-19T00:00:07,29.78393,-92.14728,0,360,511,AMAZING GRACE,,WDI7701,31,Under way using its engine,,,,99,A
366934810,2023-01-19T00:00:00,41.62924,-70.90558,0,242.1,511,JAGUAR,,WSV9360,31,Under way using its engine,17,6,,31,A
368110050,2023-01-19T00:00:02,47.55107,-122.3408,0.2,146.6,165,MARINER,,WDL2217,52,Power-driven vessel towing astern,26,9,4.5,52,A
368184980,2023-01-19T00:00:01,29.75912,-95.10187,1,93.3,317,HOUSTON HONOR,IMO1311726,WDM2086,52,Undefined,20,10,0,52,A
367403580,2023-01-19T00:00:01,30.04815,-90.57986,0,324.3,267,PASS CHRISTIAN,,WDE8273,31,Under way using its engine,23,10,,57,A
367137180,2023-01-19T00:00:06,40.67461,-74.07016,0,296,297,ALLIE B,IMO7626279,WDD3857,31,Power-driven vessel towing astern,35,9,4.3,52,A
368140750,2023-01-19T00:00:06,30.10709,-93.3019,0,252.8,253,CHARLES BOSTON,IMO1276022,WDL5403,57,Power-driven vessel pushing ahead/towing alongside,206,18,0,57,A
367187130,2023-01-19T00:00:07,32.83652,-79.93237,0,360,511,COLUMBIA RIVER,,WDD7488,60,Not under command,11,4,,53,A
255805622,2023-01-19T00:00:07,17.05829,-68.25425,13.8,133.1,128,AS FLORIANA,IMO9437115,CQFU,71,Under way using its engine,166,25,9.2,71,A
368120610,2023-01-19T00:00:00,29.7936,-92.10847,3.5,250.1,511,DODSON THORNTON,,WDL3330,52,Undefined,25,8,0,52,A
366919170,2023-01-19T00:00:00,38.92169,-90.31333,0.1,298.6,226,CHARLES SOUTHERN,,WY2704,31,Power-driven vessel pushing ahead/towing alongside,34,10,,31,A
367004510,2023-01-19T00:00:00,29.98186,-90.40306,0,208.6,318,BAYOU BLACK,,WDA2716,31,Undefined,18,7,,31,A
368171990,2023-01-19T00:00:01,37.92117,-122.40879,0,184.1,315,LEISA FLORENCE,,WDL8692,52,Under way using its engine,30,13,6.1,52,A
367379190,2023-01-19T00:00:02,30.37053,-88.56406,0,101.6,511,EAGLE,IMO8207721,WTD4583,31,Under way using its engine,28,11,3.3,52,A
368227350,2023-01-19T00:00:07,42.35355,-71.04312,1.2,135.9,511,PHILLIS WHEATLEY,,WDM6682,60,Under way using its engine,22,5,2,60,A
367598820,2023-01-19T00:00:07,47.55555,-122.34564,0,73.6,511,CALVIN,IMO5234981,WDH2554,31,Under way using its engine,30,8,4.2,52,A
367554950,2023-01-19T00:00:00,37.03723,-89.18155,5.3,233.3,282,RIVER EAGLE,,WDG6246,31,Power-driven vessel pushing ahead/towing alongside,19,,,31,A
367448570,2023-01-19T00:00:01,30.0801,-93.33568,5.7,219,217,AMMIE,,WDF8286,31,Power-driven vessel pushing ahead/towing alongside,29,9,,57,A
367705210,2023-01-19T00:00:03,27.83691,-97.09257,0,274.9,80,MS ALLIE,,WDI5105,31,Undefined,18,7,,31,A
367662710,2023-01-19T00:00:00,26.17117,-80.10674,0,353.3,511,WING MAN,,WDH8908,37,,21,,,,B
368130590,2023-01-19T00:00:00,27.82027,-97.43016,0.3,182.8,272,MERCURY,IMO9905083,WDL4354,52,Under way using its engine,30,13,6.4,52,A
368074180,2023-01-19T00:00:03,30.06571,-90.89918,0,19.1,300,CHARLES REID PERRY,IMO1001243637,WDK6402,57,Power-driven vessel pushing ahead/towing alongside,232,44,3.4,57,A
367003850,2023-01-19T00:00:04,29.54422,-90.69986,0,293.4,511,ALBERT J SETTOON,,WDD4739,31,Undefined,13,6,,90,A
367702460,2023-01-19T00:00:05,30.0069,-90.79314,0.2,228.3,261,SAFETY JOURNEY,,WDI4830,31,Under way using its engine,21,8,,31,A
368094710,2023-01-19T00:00:00,32.36184,-80.6746,6.9,329.8,511,GRACE MYRICK,,WDK8495,99,Under way using its engine,18,10,2,99,A
367633230,2023-01-19T00:00:02,30.0491,-90.53742,1.6,31.3,319,ASHLEY,,WDH5962,31,Under way using its engine,20,7,,52,A
367515330,2023-01-19T00:00:04,30.05112,-90.55385,5.6,295.7,511,ST ELMO,,WDG2405,31,Under way using its engine,17,7,,31,A
367750940,2023-01-19T00:00:02,25.7989,-80.24904,0,360,511,ATLAS,IMO0682459,WDI9664,31,Has restricted maneuverability,17,6,2.8,31,A
368149110,2023-01-19T00:00:02,38.58316,-90.21514,0,107.9,511,SCF TRANSPORTER,,WDL6274,31,Under way using its engine,24,10,3,31,A
367304280,2023-01-19T00:00:09,38.77481,-84.0092,0,222.3,511,JENNY ANN,,WDD8897,31,Undefined,11,4,,31,A
368007130,2023-01-19T00:00:05,29.39364,-94.75944,0.7,152.9,240,PATRICK CENAC,,WDJ7481,31,Power-driven vessel pushing ahead/towing alongside,24,,,57,A
371443000,2023-01-19T00:00:04,32.9383,-120.66316,15.9,127.8,127,MSC JAPAN,IMO9110975,3ECR5,70,Under way using its engine,242,32,11.7,70,A
366932120,2023-01-19T00:00:03,29.3525,-94.7746,0.4,51.7,85,TAKU WIND,IMO7029536,WDI9036,31,Under way using its engine,36,9,3.9,0,A
367007880,2023-01-19T00:00:08,19.86989,-155.05344,8.8,180.3,185,JOSEPH SAUSE,IMO7402726,WTW9258,31,Moored (tied to another object to limit free movement),30,8,4.2,0,A
367367470,2023-01-19T00:00:08,42.3557,-71.04917,0,9.9,280,ASTERIA,IMO8994130,WDE5489,60,Under way using its engine,37,9,1.9,40,A
367515670,2023-01-19T00:00:08,45.55044,-122.70455,0,221.9,116,BLACK HAWK,IMO7021962,WDG2439,31,Under way using its engine,37,10,4.6,32,A
366917160,2023-01-19T00:00:01,39.80705,-90.58536,4.5,29,31,CHERYL STEGBAUER,,WYN6276,31,Under way using its engine,34,10,,31,A
367301480,2023-01-19T00:00:02,37.78525,-122.35347,0.4,242.8,154,VALOR,IMO9409924,WDD8691,31,Under way using its engine,30,12,,52,A
316003664,2023-01-19T00:00:03,49.17005,-122.92456,0,317.9,222,COMOX CROWN,IMO7406679,CZ4330,31,Under way using its engine,22,7,2.9,32,A
367008520,2023-01-19T00:00:05,29.26343,-89.35957,0,303.1,511,MISS ALENE,,WDC3476,31,Under way using its engine,12,4,,52,A
366984980,2023-01-19T00:00:04,38.94998,-90.36048,0,18,131,SIERRA DAWN,,WDB9913,31,Power-driven vessel pushing ahead/towing alongside,46,12,,57,A
368360000,2023-01-19T00:00:04,29.5996,-90.97235,9.4,152.9,511,KRISTIN GRACE,IMO9117569,WDE7305,60,Under way using its engine,50,9,0,60,A
366936660,2023-01-19T00:00:00,32.3839,-90.87971,0,79.1,38,DOROTHY LEE,,WDB7116,31,Undefined,22,7,,31,A
368060930,2023-01-19T00:00:01,30.13316,-90.92191,0,296.7,511,GUN RUNNER,,WDK5024,31,Under way using its engine,18,6,3,31,A
367637210,2023-01-19T00:00:01,29.79457,-93.32442,0,288.4,511,MARILYN M,IMO8998148,WDH6367,60,Under way using its engine,47,9,,60,A
366999922,2023-01-19T00:00:02,46.28101,-124.04612,0,305.3,511,CG47284,,,90,Under way using its engine,14,,,51,A
312407000,2023-01-19T00:00:02,29.32926,-94.60074,0.3,152.6,47,SUN GAS,IMO9186948,V3WL4,84,Anchored,99,16,5,84,A
367063680,2023-01-19T00:00:02,47.18833,-122.67448,8.4,97.3,511,RED BLUFF,,WDC6944,31,Under way using its engine,20,7,,52,A
368055920,2023-01-19T00:00:06,29.5599,-90.50758,3.1,276.7,272,WAR EMBLEM,,WDK4507,52,Power-driven vessel pushing ahead/towing alongside,22,10,2.8,52,A
316004932,2023-01-19T00:00:00,49.21332,-123.30558,9.4,189,188,NORTH ARM TEMPEST,,CFA3337,52,Moored (tied to another object to limit free movement),20,8,4.2,52,A
636016363,2023-01-19T00:00:01,30.05278,-90.4894,8.9,277.8,270,CHEM NEW ORLEANS,IMO9705756,D5FU3,80,Under way using its engine,145,24,9.8,80,A
366999388,2023-01-19T00:00:02,30.76359,-91.38717,0,27,511,GOODWIN,,AETG,90,Power-driven vessel pushing ahead/towing alongside,,,,31,A
368153950,2023-01-19T00:00:02,29.79314,-92.22353,0,214.5,24,BROOKE,IMO0000053,WDL6773,31,Power-driven vessel pushing ahead/towing alongside,20,9,2.8,31,A
636014219,2023-01-19T00:00:02,29.81265,-87.76877,10.4,147,149,ZIM NINGBO,IMO9398400,A8SI5,70,Under way using its engine,333,42,14.5,79,A
563126600,2023-01-19T00:00:01,29.97901,-93.86446,7.6,116.4,119,SERI EMEI,IMO9864978,9V6926,80,Under way using its engine,230,37,10,80,A
368271250,2023-01-19T00:00:01,21.27006,-158.08779,0.4,72.8,239,NEHU,IMO9030773,WDN3392,90,Under way using its engine,0,0,0,90,A
367791160,2023-01-19T00:00:02,29.11629,-89.4265,0.4,36.9,511,MASTER WAYNE,,WDJ5774,30,,19,,,,B
256198000,2023-01-19T00:00:03,24.5377,-79.99687,11.8,234,233,STERLING FREIA,IMO9464780,9HA5735,79,Under way using its engine,229,32,8.2,79,A
338504000,2023-01-19T00:00:06,27.63308,-82.56315,0,124.3,88,LEGACY,IMO9583249,WDF7311,31,Under way using its engine,45,18,8.2,31,A
311000170,2023-01-19T00:00:06,26.7513,-80.04999,0,293.7,90,SHADOWL,IMO9589334,C6AW2,37,Under way using its engine,43,8,2.2,37,A
367112860,2023-01-19T00:00:01,40.64667,-74.11675,0.1,360,511,NICHOLAS MILLER,,WDD2246,0,Under way using its engine,2,12,0,0,A
368201210,2023-01-19T00:00:01,30.51087,-91.19877,1.7,333,338,GW DUNN,IMO9565581,WDM3867,52,Under way using its engine,18,8,0,52,A
367528110,2023-01-19T00:00:03,30.09133,-89.73883,3.3,238.7,511,R J CHERAMIE,,WDG3635,31,Under way using its engine,21,8,,57,A
368169460,2023-01-19T00:00:04,37.94241,-87.43539,4.3,77.1,84,GIANNA HULL,,WDL8431,31,Power-driven vessel pushing ahead/towing alongside,37,11,3.1,31,A
366935060,2023-01-19T00:00:06,29.37548,-94.8666,0,313.2,69,DOUG BARKER,IMO8635552,WCZ4561,31,Power-driven vessel pushing ahead/towing alongside,23,8,,52,A
366841550,2023-01-19T00:00:07,36.95268,-76.32846,0,271.5,511,SURRIE MORAN,IMO9239707,WDA7276,31,Under way using its engine,28,9,4.2,52,A
